id_lead,data_cadastro,interagiu_chatbot,ai_lead_score,status_assinatura
L-3115,2025-12-30,Sim,Quente,Ativo
L-3016,2025-07-04,Sim,Morno,Ativo
L-2074,2025-03-21,Nao,Quente,Ativo
L-2836,2025-05-07,,Frio,Ativo
L-8790,2025-08-09,Nao,Frio,Ativo
L-8575,2025-09-08,Nao,Morno,Cancelado
L-6632,2025-06-01,Nao,Frio,Cancelado
L-2646,2025-08-09,Sim,Quente,Cancelado
L-2340,2026-01-11,Nao,Frio,Cancelado
L-3684,2025-10-13,,Frio,Cancelado
L-5793,2025-11-02,Sim,Quente,Ativo
L-7012,2025-12-01,Nao,Frio,Ativo
L-8264,2025-06-04,Sim,Quente,Trial
L-8817,2025-11-25,Sim,Quente,Inativo
L-1886,2025-02-08,Nao,Morno,Cancelado
L-4319,2025-02-10,Nao,Frio,Ativo
L-9723,2025-06-06,Sim,Quente,Ativo
L-9577,2025-12-20,Nao,Frio,Trial
L-5887,2025-09-06,Nao,Morno,Trial
L-3625,2025-01-28,Sim,Quente,Cancelado
L-6624,2025-05-25,Nao,Frio,Cancelado
L-9844,2025-02-26,Sim,Morno,Cancelado
L-5985,2025-09-01,Sim,Quente,Ativo
L-5794,2025-11-10,,Quente,Ativo
L-4149,2025-06-09,Nao,Frio,Ativo
L-8417,2025-07-27,Sim,Quente,Inativo
L-7338,2025-04-30,Sim,Quente,Cancelado
L-8542,2025-03-02,Sim,Morno,Trial
L-9130,2025-10-08,,Morno,Ativo
L-9031,2025-11-13,Sim,Quente,Ativo
L-4839,2025-07-02,Sim,Morno,Trial
L-8989,2026-01-21,Nao,Quente,Ativo
L-6419,2025-04-04,Sim,Quente,Ativo
L-7816,2025-05-02,Sim,Frio,Ativo
L-3356,2025-01-23,Sim,Morno,Inativo
L-1873,2026-01-16,Nao,Frio,Trial
L-7188,2025-08-16,Nao,Frio,Trial
L-9237,2025-02-21,Sim,Quente,Ativo
L-8371,2025-07-29,Sim,Morno,Cancelado
L-2103,2025-06-22,Nao,Morno,Trial
L-2864,2025-03-31,Sim,Quente,Cancelado
L-9267,2025-11-22,Sim,Quente,Ativo
L-1895,2025-09-01,,Morno,Ativo
L-2122,2025-08-31,Nao,Frio,Inativo
L-9904,2025-10-15,Nao,Frio,Trial
L-7695,2025-08-30,Nao,Morno,Trial
L-7034,2025-10-30,Nao,Frio,Trial
L-3216,2025-01-30,Sim,Morno,Trial
L-4712,2025-11-13,Nao,Frio,Ativo
L-6014,2025-12-20,Nao,Morno,Ativo
L-6927,2026-01-26,Sim,Quente,Ativo
L-5937,2025-05-21,Nao,Quente,Cancelado
L-3561,2025-01-14,Nao,Morno,Ativo
L-3284,2025-12-02,Sim,Morno,Cancelado
L-6777,2026-01-12,Nao,Frio,Ativo
L-1905,2025-08-01,Nao,Frio,Trial
L-3920,2025-01-10,Sim,Morno,Inativo
L-4861,2025-02-03,Sim,Quente,Cancelado
L-4270,2025-10-14,Nao,Frio,Cancelado
L-5558,2025-08-17,Sim,Quente,Cancelado
L-7216,2025-05-05,Nao,Morno,Ativo
L-8032,2025-11-15,Sim,Quente,Ativo
L-7749,2025-06-02,Nao,Frio,Ativo
L-9933,2025-11-27,,Frio,Ativo
L-1253,2025-01-04,Sim,Quente,Trial
L-1060,2025-03-14,Nao,Frio,Ativo
L-5412,2025-01-05,Sim,Quente,Cancelado
L-7007,2025-06-06,Nao,Frio,Trial
L-1991,2025-08-12,Nao,Morno,Trial
L-5638,2025-12-06,Nao,Frio,Cancelado
L-6745,2025-09-05,Sim,Morno,Ativo
L-8149,2025-05-21,Nao,Morno,Trial
L-7661,2025-02-21,Nao,Frio,Inativo
L-8799,2025-04-10,Sim,Quente,Ativo
L-3285,2025-12-31,,Frio,Trial
L-2734,2025-02-23,Sim,Morno,Ativo
L-8757,2025-09-06,Sim,Frio,Ativo
L-3673,2025-10-11,Nao,Frio,Trial
L-8032,2026-01-25,Sim,Morno,Trial
L-4832,1900-01-01,,Frio,Ativo
L-5504,2025-07-22,Nao,Frio,Ativo
L-4707,2025-09-04,Nao,Morno,Trial
L-1731,2025-03-20,,Frio,Trial
L-2872,2025-11-28,Nao,Frio,Inativo
L-1582,2025-04-21,Nao,Frio,Ativo
L-1282,2025-01-17,Nao,Morno,Ativo
L-9585,2025-12-30,Nao,Morno,Inativo
L-1931,2025-06-12,,Morno,Ativo
L-4283,2025-01-28,Sim,Quente,Inativo
L-3107,2026-01-10,Nao,Morno,Ativo
L-3287,2026-01-31,Sim,Quente,Cancelado
L-5918,2025-12-13,Nao,Frio,Trial
L-5348,2026-01-21,Nao,Frio,Trial
L-9142,2025-04-14,,Morno,Trial
L-8354,2025-02-01,Nao,Frio,Cancelado
L-4279,2025-08-28,Nao,Morno,Ativo
L-2638,2025-09-02,Nao,Quente,Trial
L-2910,2025-04-04,Nao,Morno,Ativo
L-4183,2025-04-03,Nao,Morno,Ativo
L-2072,2025-04-16,Nao,Morno,Cancelado
L-4629,2025-09-05,Sim,Morno,Trial
L-2548,2025-09-14,Nao,Frio,Cancelado
L-4405,2025-01-18,Sim,Quente,Cancelado
L-5545,2025-12-17,Nao,Frio,Ativo
L-9470,2026-01-18,Sim,Quente,Cancelado
L-1881,2025-06-21,Sim,Morno,Inativo
L-2087,2025-10-11,Sim,Quente,Cancelado
L-3868,2025-12-18,Nao,Morno,Inativo
L-6763,2025-10-06,Sim,Quente,Inativo
L-6918,2025-12-17,,Frio,Ativo
L-9936,2025-03-08,Nao,Frio,Ativo
L-9168,2025-12-04,Sim,Morno,Ativo
L-2176,2025-11-20,,Frio,Cancelado
L-3227,2025-10-22,Nao,Frio,Cancelado
L-5716,2025-07-17,Nao,Frio,Ativo
L-2491,2025-07-05,Nao,Frio,Trial
L-6992,2025-12-06,Nao,Quente,Ativo
L-5587,2025-12-09,Nao,Morno,Ativo
L-7064,2025-09-23,Sim,Quente,Trial
L-5110,2025-10-30,Nao,Frio,Trial
L-1601,2025-06-10,Nao,Frio,Inativo
L-2550,2025-04-16,Sim,Morno,Trial
L-3617,2025-07-19,Sim,Quente,Ativo
L-7317,2025-09-22,Nao,Morno,Ativo
L-4406,2025-10-02,Nao,Frio,Ativo
L-7010,2025-04-13,Sim,Quente,Ativo
L-7245,2025-08-04,Nao,Frio,Cancelado
L-3463,2025-07-28,Sim,Quente,Trial
L-2109,2025-09-28,Nao,Frio,Ativo
L-3764,2025-04-15,Sim,Quente,Ativo
L-9861,2026-01-07,Nao,Frio,Ativo
L-3899,2025-11-09,Nao,Morno,Cancelado
L-7055,2025-08-31,,Quente,Ativo
L-3207,2025-10-20,Nao,Morno,Ativo
L-2800,2026-01-27,Sim,Quente,Trial
L-6773,2025-08-03,Nao,Frio,Trial
L-1784,2025-07-14,Nao,Morno,Ativo
L-1660,2025-12-27,Sim,Morno,Cancelado
L-3364,2025-06-29,Sim,Quente,Trial
L-4096,2025-06-09,Sim,Quente,Inativo
L-7447,2025-05-01,Sim,Morno,Trial
L-6184,2025-12-13,Sim,Quente,Ativo
L-3265,2025-08-16,Nao,Morno,Trial
L-7285,2025-01-01,Nao,Frio,Cancelado
L-4645,1900-01-01,Sim,Morno,Ativo
L-7935,2025-04-15,Sim,Morno,Cancelado
L-9072,2025-11-06,Sim,Quente,Cancelado
L-1762,2025-11-13,Nao,Frio,Ativo
L-8963,2025-08-19,Nao,Morno,Ativo
L-2569,2025-11-28,Nao,Morno,Cancelado
L-7044,2025-01-27,Nao,Frio,Ativo
L-9512,2025-12-07,Nao,Frio,Ativo
L-3468,2025-10-24,Nao,Frio,Cancelado
L-1503,2025-05-05,Nao,Morno,Trial
L-4084,2025-07-15,Nao,Frio,Ativo
L-6426,2025-08-26,Sim,Quente,Cancelado
L-2052,2025-07-29,Nao,Morno,Ativo
L-5398,2025-01-05,Nao,Frio,Ativo
L-7685,2025-10-20,Nao,Morno,Ativo
L-2821,1900-01-01,Nao,Quente,Cancelado
L-9303,2025-07-23,Nao,Frio,Trial
L-6418,2025-05-21,Nao,Morno,Inativo
L-2622,2026-01-06,Sim,Quente,Inativo
L-5506,2025-11-23,Nao,Morno,Cancelado
L-3269,2025-08-27,Nao,Morno,Cancelado
L-6671,2025-05-30,Sim,Quente,Inativo
L-8445,2025-05-04,Nao,Morno,Cancelado
L-7701,2025-05-07,Sim,Quente,Ativo
L-6379,2025-01-12,Nao,Frio,Cancelado
L-8720,2025-03-21,Nao,Morno,Inativo
L-7581,2025-06-23,Nao,Morno,Trial
L-9120,2025-03-16,Nao,Morno,Ativo
L-1984,2025-02-26,Sim,Frio,Inativo
L-7615,1900-01-01,Nao,Frio,Ativo
L-5170,2025-10-13,,Frio,Cancelado
L-5053,2025-03-20,Nao,Morno,Cancelado
L-9809,2025-12-25,Nao,Frio,Trial
L-4161,2025-05-20,Nao,Morno,Inativo
L-2709,2025-05-28,Nao,Frio,Trial
L-4218,2025-02-04,Nao,Morno,Ativo
L-5299,2025-07-12,Sim,Quente,Ativo
L-2714,2026-01-19,Nao,Morno,Cancelado
L-2763,2025-12-17,Sim,Quente,Trial
L-1864,2025-11-11,Nao,Morno,Cancelado
L-3071,2025-10-23,Sim,Frio,Trial
L-1954,2025-07-07,Sim,Frio,Trial
L-8919,2025-03-18,Sim,Quente,Trial
L-1507,2025-04-25,Nao,Frio,Trial
L-9586,2025-04-07,Sim,Quente,Ativo
L-4546,2025-05-27,Nao,Frio,Ativo
L-4760,2025-04-14,Nao,Morno,Trial
L-2376,2025-10-03,Sim,Morno,Trial
L-5821,2025-08-27,Nao,Frio,Ativo
L-2196,2025-09-02,Nao,Quente,Cancelado
L-1875,2025-11-13,Sim,Morno,Trial
L-8763,2026-01-18,Nao,Frio,Ativo
L-3969,2025-07-15,Nao,Morno,Trial
L-5166,2025-03-20,Nao,Frio,Inativo
L-4087,2025-03-01,Nao,Morno,Trial
L-6106,2025-07-20,Nao,Frio,Trial
L-6439,2025-10-22,Nao,Frio,Cancelado
L-8438,2025-08-06,Nao,Morno,Trial
L-5318,2025-03-12,Nao,Frio,Ativo
L-6628,2025-03-08,Sim,Quente,Ativo
L-2223,2025-03-28,Sim,Morno,Ativo
L-9825,2025-01-02,Nao,Frio,Trial
L-7223,2026-01-24,Sim,Quente,Cancelado
L-3781,2025-04-10,Nao,Morno,Trial
L-5437,2025-02-20,Sim,Morno,Ativo
L-2639,2025-10-27,Nao,Morno,Ativo
L-2646,2025-08-02,Sim,Quente,Ativo
L-4493,2025-07-21,Sim,Quente,Ativo
L-5887,2025-05-05,Nao,Frio,Ativo
L-5481,2025-02-27,Sim,Quente,Ativo
L-8073,2026-02-04,Nao,Morno,Cancelado
L-7360,2025-06-01,Nao,Morno,Trial
L-5536,2025-03-03,Sim,Quente,Cancelado
L-4228,1900-01-01,Nao,Morno,Ativo
L-8744,2025-04-28,Nao,Frio,Ativo
L-5056,2025-10-09,Nao,Morno,Trial
L-7212,2025-03-01,Sim,Morno,Ativo
L-1787,2025-12-11,Nao,Frio,Ativo
L-8806,2025-11-08,Sim,Morno,Ativo
L-7155,2025-07-31,Nao,Morno,Trial
L-3607,2025-09-14,Nao,Morno,Trial
L-2594,2025-03-19,Nao,Quente,Cancelado
L-6362,2025-04-11,Nao,Morno,Cancelado
L-1499,2025-10-25,Sim,Morno,Trial
L-6660,2025-12-15,Sim,Morno,Trial
L-2257,2025-09-27,Sim,Frio,Ativo
L-2618,2025-12-28,,Quente,Ativo
L-2106,2025-02-11,Sim,Frio,Cancelado
L-9143,1900-01-01,Sim,Quente,Cancelado
L-9991,2025-05-31,Sim,Quente,Ativo
L-7898,2025-02-26,,Frio,Ativo
L-8077,2025-03-09,,Frio,Ativo
L-7691,2025-07-11,Sim,Quente,Trial
L-3728,2025-12-07,Sim,Morno,Ativo
L-4980,2025-09-14,Sim,Frio,Cancelado
L-7338,2025-10-23,Nao,Frio,Trial
L-1130,2025-06-11,Nao,Frio,Ativo
L-9011,2025-01-21,Sim,Morno,Trial
L-3754,2025-11-27,Sim,Morno,Trial
L-5323,2025-08-16,Nao,Morno,Ativo
L-9337,2025-04-14,Nao,Frio,Trial
L-7696,2026-01-23,Nao,Morno,Ativo
L-3531,2025-09-12,Nao,Morno,Ativo
L-6670,2025-05-23,Nao,Morno,Trial
L-6559,2025-02-13,Nao,Morno,Trial
L-1500,2025-01-15,Nao,Frio,Ativo
L-5436,2026-01-03,Sim,Frio,Cancelado
L-1689,2025-03-04,Nao,Frio,Inativo
L-8113,2025-02-21,Nao,Morno,Ativo
L-9667,2025-09-30,Nao,Frio,Trial
L-1009,2025-03-24,Nao,Frio,Cancelado
L-9331,2025-03-08,Sim,Quente,Cancelado
L-4616,2025-06-08,Nao,Frio,Ativo
L-3543,1900-01-01,Nao,Frio,Trial
L-7891,2025-10-24,Sim,Frio,Ativo
L-9733,2025-01-18,Sim,Quente,Ativo
L-5286,2025-01-07,,Frio,Ativo
L-9009,2025-06-04,Sim,Quente,Ativo
L-8795,2025-05-11,Sim,Morno,Ativo
L-1935,1900-01-01,,Frio,Ativo
L-6926,2025-01-24,Nao,Frio,Trial
L-2866,2025-03-02,Nao,Frio,Trial
L-1107,2025-11-23,Nao,Frio,Inativo
L-2106,2025-06-11,Nao,Frio,Ativo
L-4146,2025-08-20,Nao,Quente,Inativo
L-4181,2025-12-05,Nao,Morno,Trial
L-7656,2025-09-15,Nao,Frio,Cancelado
L-4791,2025-03-10,Sim,Quente,Trial
L-5091,2025-08-06,Nao,Morno,Cancelado
L-2525,2025-04-13,Sim,Quente,Ativo
L-5074,2025-01-25,,Frio,Ativo
L-6969,2025-10-24,,Quente,Cancelado
L-2886,2026-01-23,Nao,Morno,Ativo
L-4798,2025-07-26,Sim,Quente,Inativo
L-2463,2026-02-04,Nao,Frio,Ativo
L-1475,2025-02-17,Sim,Frio,Inativo
L-8757,2025-08-10,Sim,Quente,Ativo
L-2629,2025-02-25,Nao,Morno,Cancelado
L-5693,2025-11-30,Nao,Frio,Trial
L-2180,2025-02-04,Nao,Frio,Ativo
L-3778,2025-10-05,Nao,Frio,Ativo
L-3016,2025-12-04,,Morno,Cancelado
L-1782,2025-06-17,Sim,Quente,Trial
L-7253,2025-08-29,,Morno,Cancelado
L-1834,2025-05-05,,Morno,Ativo
L-4320,2025-06-24,Sim,Quente,Trial
L-6628,2025-09-15,Nao,Frio,Trial
L-8059,2025-02-25,Sim,Quente,Ativo
L-2851,2025-09-15,Nao,Frio,Trial
L-4871,2025-05-06,Nao,Morno,Ativo
L-4554,2025-06-23,Sim,Quente,Trial
L-6298,2025-12-23,Sim,Morno,Trial
L-3149,2026-01-14,Nao,Morno,Cancelado
L-2989,2025-07-07,Nao,Frio,Cancelado
L-8214,2025-11-17,Sim,Morno,Ativo
L-5643,2025-02-22,Sim,Frio,Inativo
L-1860,2025-09-04,Nao,Quente,Ativo
L-6602,1900-01-01,Sim,Morno,Ativo
L-9622,2026-01-04,Sim,Morno,Trial
L-3690,2025-04-03,Nao,Morno,Trial
L-5783,2025-03-11,Sim,Morno,Trial
L-4074,2025-11-12,Sim,Quente,Trial
L-9274,2025-12-26,Nao,Morno,Inativo
L-1621,2025-12-08,Nao,Morno,Ativo
L-4668,2025-08-22,Sim,Morno,Trial
L-9420,2025-08-29,Sim,Morno,Cancelado
L-1494,2025-10-24,Nao,Morno,Cancelado
L-6871,2025-12-18,Sim,Quente,Trial
L-5415,2025-08-11,Sim,Morno,Ativo
L-3267,2025-01-21,Nao,Frio,Ativo
L-3528,2025-12-25,,Frio,Ativo
L-6664,2025-10-28,Nao,Quente,Cancelado
L-2564,2025-12-22,Nao,Frio,Ativo
L-2525,1900-01-01,,Frio,Cancelado
L-1077,2026-01-21,Nao,Morno,Ativo
L-9943,2025-10-20,Nao,Morno,Trial
L-1941,2025-10-17,Nao,Frio,Cancelado
L-1639,2025-11-28,Nao,Frio,Trial
L-4955,2026-01-17,Nao,Morno,Cancelado
L-6927,2026-01-10,Nao,Quente,Cancelado
L-5115,2026-01-10,Nao,Frio,Ativo
L-8155,2026-01-27,Nao,Morno,Trial
L-1816,2025-08-12,,Frio,Trial
L-7170,2025-09-14,Nao,Frio,Ativo
L-7907,2025-05-17,,Frio,Trial
L-7417,2026-01-31,Nao,Morno,Cancelado
L-4805,2025-03-11,,Frio,Inativo
L-2618,2025-08-08,Nao,Frio,Ativo
L-6107,2025-10-05,Nao,Morno,Trial
L-9874,2025-06-25,Sim,Morno,Ativo
L-5808,2025-09-02,,Morno,Inativo
L-2325,2025-06-10,Nao,Frio,Trial
L-5126,2025-10-01,Sim,Quente,Trial
L-8176,2025-08-02,Nao,Frio,Ativo
L-4143,2025-11-22,Sim,Morno,Ativo
L-6985,2025-10-17,Nao,Frio,Ativo
L-9454,2025-09-02,Nao,Morno,Ativo
L-4632,2025-08-19,Sim,Quente,Ativo
L-4286,2025-12-28,Sim,Quente,Cancelado
L-5938,2025-07-06,Nao,Morno,Ativo
L-6685,2025-01-21,Sim,Quente,Ativo
L-2632,2026-01-30,Sim,Morno,Trial
L-4730,2025-03-08,Nao,Morno,Trial
L-2084,2025-06-12,Sim,Quente,Cancelado
L-6789,2025-02-27,Nao,Frio,Ativo
L-1648,2025-06-19,Nao,Frio,Inativo
L-9273,2025-12-15,Nao,Frio,Trial
L-3376,2025-03-22,Nao,Quente,Trial
L-3550,2026-01-26,Sim,Morno,Trial
L-9998,2025-12-23,Sim,Quente,Ativo
L-5653,2025-09-03,Nao,Morno,Trial
L-4342,2025-12-23,Nao,Morno,Inativo
L-6066,2025-05-30,Nao,Morno,Ativo
L-1773,2025-08-04,,Morno,Cancelado
L-6202,2025-05-06,Sim,Quente,Ativo
L-6224,2026-01-26,Sim,Morno,Trial
L-8962,2025-05-18,Nao,Frio,Cancelado
L-1710,2025-12-21,Sim,Morno,Trial
L-7069,2025-10-12,Sim,Quente,Trial
L-5440,2025-08-10,,Morno,Cancelado
L-8833,2025-10-16,Nao,Morno,Trial
L-6634,2025-08-22,,Frio,Ativo
L-5001,2025-06-28,Nao,Frio,Cancelado
L-9411,2025-12-23,Nao,Frio,Cancelado
L-7921,2025-09-26,Nao,Frio,Cancelado
L-8202,2025-01-12,,Quente,Ativo
L-4679,2025-08-06,Sim,Morno,Trial
L-1181,2025-01-10,Nao,Frio,Ativo
L-4850,2025-08-29,Nao,Frio,Trial
L-8570,2025-07-16,Nao,Frio,Cancelado
L-3018,2025-12-27,Sim,Morno,Cancelado
L-3432,2025-05-02,Sim,Quente,Ativo
L-9749,2025-12-09,,Frio,Ativo
L-3589,2025-04-10,Sim,Quente,Ativo
L-4909,2025-09-20,,Frio,Trial
L-9912,2025-04-24,Nao,Frio,Trial
L-4515,2025-06-04,Nao,Frio,Ativo
L-3993,2025-03-06,Nao,Frio,Inativo
L-2215,2026-01-14,Nao,Morno,Ativo
L-9531,2025-08-18,,Frio,Cancelado
L-7482,2025-05-08,,Frio,Ativo
L-7255,2025-06-30,Nao,Frio,Ativo
L-2608,2025-08-22,Nao,Morno,Ativo
L-8723,2025-04-02,Sim,Quente,Ativo
L-2383,2025-06-02,Sim,Frio,Ativo
L-1418,2025-05-17,Sim,Quente,Ativo
L-5341,2025-11-08,Nao,Frio,Ativo
L-6184,2025-01-21,Sim,Quente,Inativo
L-3480,2025-04-01,Sim,Frio,Inativo
L-7501,2025-08-30,Sim,Quente,Inativo
L-2999,2025-02-24,Nao,Morno,Ativo
L-1029,2025-08-27,Nao,Morno,Cancelado
L-6293,2025-03-20,Nao,Frio,Inativo
L-7690,2025-05-30,Nao,Frio,Cancelado
L-1308,2025-11-02,Nao,Frio,Cancelado
L-7952,2025-10-22,Nao,Morno,Cancelado
L-7848,2025-09-19,Nao,Quente,Ativo
L-3192,2025-03-23,Sim,Quente,Ativo
L-2787,2025-03-29,,Morno,Inativo
L-9905,2025-05-11,Nao,Morno,Ativo
L-7097,2026-01-24,Sim,Quente,Ativo
L-7535,2025-12-19,Nao,Frio,Ativo
L-3022,2025-06-23,Nao,Morno,Ativo
L-5324,2025-09-18,,Morno,Cancelado
L-5772,2025-06-16,,Morno,Ativo
L-1075,2026-01-29,,Frio,Ativo
L-7058,2026-01-09,Sim,Morno,Trial
L-7267,2025-10-20,Sim,Morno,Cancelado
L-7839,2025-05-20,Nao,Morno,Ativo
L-5201,2025-02-02,Sim,Morno,Cancelado
L-2820,2025-04-23,Sim,Quente,Ativo
L-3917,2025-09-20,Nao,Morno,Trial
L-8684,2025-08-07,Sim,Quente,Ativo
L-3222,2025-05-10,Nao,Frio,Cancelado
L-2230,2025-07-14,Sim,Quente,Ativo
L-5335,2025-05-17,Nao,Frio,Cancelado
L-1398,2025-01-22,Sim,Frio,Ativo
L-1419,2025-01-14,Nao,Frio,Trial
L-9350,2025-07-07,Nao,Frio,Trial
L-2490,2025-01-01,Sim,Quente,Ativo
L-6552,2025-10-31,Sim,Quente,Cancelado
L-4427,2025-05-05,Sim,Quente,Trial
L-9141,2025-03-27,Nao,Morno,Ativo
L-9988,2025-06-08,Sim,Frio,Ativo
L-6189,2025-12-22,,Morno,Trial
L-8567,2025-12-24,Nao,Frio,Trial
L-1517,2025-04-14,Sim,Quente,Ativo
L-5446,2025-01-03,Sim,Quente,Inativo
L-1484,2025-05-11,Sim,Quente,Trial
L-9437,2025-01-27,,Morno,Ativo
L-5671,2025-03-25,Nao,Frio,Trial
L-2532,2025-11-19,Nao,Frio,Inativo
L-9705,2025-04-30,Sim,Morno,Cancelado
L-1399,2025-06-01,Nao,Quente,Ativo
L-2350,2025-12-04,Nao,Morno,Trial
L-6586,2025-05-15,Sim,Morno,Inativo
L-6431,2025-08-02,Sim,Quente,Trial
L-8323,2025-03-24,,Quente,Cancelado
L-3566,2025-03-04,Sim,Quente,Inativo
L-9751,2025-03-29,Sim,Morno,Ativo
L-6064,2025-08-20,,Frio,Cancelado
L-9686,2025-03-13,Nao,Frio,Inativo
L-7120,2025-01-23,Nao,Frio,Trial
L-1051,2025-06-21,Sim,Quente,Inativo
L-2609,2025-09-27,Sim,Quente,Ativo
L-3926,2026-01-24,Nao,Morno,Ativo
L-9475,2025-07-21,Nao,Frio,Trial
L-8395,2025-01-04,Sim,Morno,Trial
L-8820,2025-03-14,Sim,Morno,Ativo
L-4437,1900-01-01,Sim,Quente,Ativo
L-9647,2026-01-11,Sim,Morno,Ativo
L-9859,2025-04-08,Sim,Frio,Ativo
L-5122,2025-08-08,Sim,Quente,Ativo
L-8044,2025-01-01,,Morno,Cancelado
L-4136,2025-10-25,Nao,Frio,Ativo
L-6969,2025-07-09,,Morno,Trial
L-1454,2025-06-22,Nao,Frio,Ativo
L-2438,2025-02-20,Sim,Quente,Ativo
L-7263,2025-10-06,,Frio,Inativo
L-2634,2025-12-06,Nao,Frio,Trial
L-3674,2025-11-14,Nao,Morno,Ativo
L-6699,2025-06-21,Nao,Morno,Ativo
L-4299,2026-01-30,Sim,Quente,Inativo
L-9996,1900-01-01,Nao,Morno,Trial
L-1323,2025-01-20,Sim,Frio,Trial
L-6610,1900-01-01,Nao,Morno,Trial
L-2115,2025-08-07,Nao,Frio,Ativo
L-8505,2025-08-17,Sim,Quente,Trial
L-3514,2025-12-01,Nao,Morno,Trial
L-8789,2025-04-20,Nao,Frio,Ativo
L-8396,2025-07-27,Nao,Morno,Ativo
L-4503,2025-01-17,Nao,Morno,Trial
L-5976,2025-03-27,Nao,Frio,Trial
L-2101,2025-02-24,Sim,Quente,Ativo
L-7363,2025-01-24,Nao,Frio,Trial
L-1462,1900-01-01,Nao,Frio,Ativo
L-8430,2025-07-14,Sim,Quente,Ativo
L-4924,2025-12-05,Nao,Frio,Ativo
L-3805,2025-02-14,Nao,Frio,Trial
L-9621,2025-02-14,Sim,Quente,Ativo
L-7784,2025-02-23,Nao,Frio,Ativo
L-2385,2026-01-09,,Frio,Ativo
L-9829,2025-08-24,Sim,Morno,Ativo
L-4602,2025-06-13,Nao,Frio,Trial
L-9194,2025-01-17,Nao,Quente,Ativo
L-2522,2025-12-27,Nao,Morno,Trial
L-5921,2025-05-14,,Morno,Trial
L-6569,2025-06-06,Nao,Frio,Cancelado
L-6391,2025-11-30,Sim,Quente,Trial
L-9494,2025-08-30,Sim,Morno,Cancelado
L-9833,2025-02-18,Nao,Frio,Ativo
L-3272,2025-10-19,Nao,Quente,Trial
L-6764,2025-03-29,Nao,Frio,Ativo
L-8534,2025-01-03,Nao,Frio,Trial
L-2867,2025-10-01,,Morno,Ativo
L-6637,2025-02-24,Nao,Morno,Inativo
L-1809,2025-12-28,Sim,Frio,Ativo
L-7025,2025-07-22,Nao,Morno,Ativo
L-4373,2025-09-20,Nao,Frio,Trial
L-8899,2025-01-20,Nao,Frio,Cancelado
L-9530,2025-02-04,Nao,Frio,Inativo
L-6334,2025-03-30,Nao,Morno,Ativo
L-2865,2025-03-24,Nao,Frio,Trial
L-9991,2025-09-04,Nao,Frio,Cancelado
L-7306,2026-02-05,,Morno,Cancelado
L-2394,2025-05-30,Nao,Morno,Cancelado
L-4763,2025-07-28,Nao,Frio,Trial
L-7616,2025-11-04,Sim,Quente,Ativo
L-8927,2025-07-28,Sim,Morno,Ativo
L-9847,2025-11-07,Sim,Morno,Trial
L-5029,2025-10-11,Sim,Morno,Ativo
L-1215,2025-08-02,Nao,Morno,Trial
L-5691,2025-01-16,Nao,Frio,Ativo
L-7560,2025-05-30,Sim,Quente,Trial
L-8680,2025-07-15,Nao,Frio,Trial
L-2250,2025-04-24,Nao,Morno,Trial
L-6353,2025-01-23,Nao,Morno,Cancelado
L-4006,2025-10-18,Nao,Frio,Ativo
L-9615,2025-01-28,Sim,Morno,Trial
L-4757,2025-08-27,Nao,Morno,Cancelado
L-2893,2025-07-14,Nao,Frio,Ativo
L-4372,2025-10-20,Nao,Frio,Ativo
L-8581,2025-09-04,Nao,Frio,Ativo
L-4529,2025-05-22,Sim,Morno,Cancelado
L-7062,2025-02-15,Nao,Morno,Cancelado
L-9290,2026-01-30,Sim,Quente,Ativo
L-2606,2025-12-02,Sim,Quente,Trial
L-6442,2025-03-02,Sim,Quente,Cancelado
L-8044,2025-10-09,Sim,Quente,Inativo
L-1258,2026-01-16,,Frio,Ativo
L-8191,2025-07-06,,Quente,Ativo
L-9577,2025-07-26,Nao,Frio,Cancelado
L-2343,2025-03-24,Nao,Morno,Cancelado
L-2407,2025-03-19,Sim,Quente,Ativo
L-6025,2026-01-27,Sim,Quente,Trial
L-1743,2025-04-21,Sim,Quente,Cancelado
L-1334,2025-03-03,Nao,Frio,Cancelado
L-5329,2026-01-16,Sim,Quente,Ativo
L-7991,2025-04-06,Sim,Quente,Trial
L-2612,2025-01-05,Sim,Frio,Ativo
L-8778,2025-10-30,,Frio,Ativo
L-6718,2025-06-14,Nao,Morno,Ativo
L-7737,2025-04-29,Nao,Morno,Ativo
L-9467,2025-06-17,Nao,Frio,Trial
L-6734,2025-10-11,Nao,Morno,Ativo
L-6216,2025-06-01,Nao,Morno,Ativo
L-9419,2025-11-05,Sim,Morno,Trial
L-2532,2025-10-24,Sim,Quente,Ativo
L-8462,2025-01-18,Nao,Morno,Ativo
L-5158,2025-10-14,Nao,Frio,Ativo
L-1418,2025-07-17,Nao,Morno,Cancelado
L-8255,2025-07-27,Nao,Morno,Trial
L-1897,2025-07-29,Nao,Frio,Trial
L-1118,2025-01-07,,Morno,Cancelado
L-9665,2025-05-05,Sim,Quente,Inativo
L-5353,2025-03-23,,Quente,Inativo
L-4905,2025-03-18,Nao,Frio,Ativo
L-6991,2025-08-03,Nao,Frio,Ativo
L-9542,2025-01-24,Nao,Morno,Ativo
L-7997,2025-06-28,Nao,Frio,Ativo
L-2039,2025-02-10,Nao,Frio,Inativo
L-2126,2026-01-11,Nao,Frio,Ativo
L-8368,2025-07-10,Sim,Morno,Trial
