id_sessao,data_acesso,id_lead,utm_source,utm_medium,utm_campaign,custo_clique,converteu,receita_gerada
S-118012,2025-11-14 18:00:00,,GOOGLE,cpc,search_brand,2.14,Nao,0.0
S-118013,2025-07-12 04:00:00,L-4851,GOOGLE,cpc,,2.29,Nao,0.0
S-118014,2025-03-20 21:00:00,L-8953,tiktok,cpc,viral_trend,0.6,Nao,0.0
S-118015,2025-01-29 13:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-118016,2025-11-28 16:00:00,,GOOGLE,cpc,search_brand,2.3,Nao,0.0
S-118017,2025-08-23 10:00:00,L-1326,meta,ads,retargeting_v1,0.97,Sim,499.9
S-118018,2025-07-26 00:00:00,,Google,cpc,search_brand,1.78,Nao,0.0
S-118019,2025-09-03 17:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118020,2025-05-29 15:00:00,L-2433,instagram,ads,ai_launch,1.09,Nao,0.0
S-118021,2025-08-22 14:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118022,2025-08-18 04:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118023,2025-01-10 05:00:00,,gogle ,cpc,search_brand,2.36,Nao,0.0
S-118024,2025-08-02 10:00:00,,GOOGLE,cpc,search_brand,1.66,Nao,0.0
S-118025,2025-07-20 03:00:00,,tiktok,cpc,viral_trend,0.8,Nao,0.0
S-118026,2025-05-26 02:00:00,L-2830,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118027,2025-02-13 06:00:00,,GOOGLE,cpc,search_brand,2.0,Nao,0.0
S-118028,2025-10-17 08:00:00,,FB,ads,retargeting_v1,1.18,Nao,0.0
S-118029,2025-03-06 13:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118030,2025-05-25 21:00:00,L-9855,GOOGLE,cpc,search_brand,1.55,Sim,299.9
S-118031,2025-09-23 00:00:00,,Google,cpc,search_brand,1.58,Nao,0.0
S-118032,2025-02-23 01:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118033,2025-03-23 22:00:00,,TikTok,cpc,viral_trend,0.59,Nao,0.0
S-118034,2025-10-27 16:00:00,,google,cpc,search_brand,2.09,Nao,0.0
S-118035,2025-02-05 08:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118036,2025-09-05 11:00:00,L-6772,meta,ads,ai_launch,1.28,Nao,0.0
S-118037,2025-06-06 08:00:00,,FB,ads,ai_launch,1.77,Nao,0.0
S-118038,2025-10-14 18:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118039,2025-12-17 05:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118040,2025-07-06 02:00:00,,instagram,ads,ai_launch,1.63,Nao,0.0
S-118041,2025-09-26 03:00:00,,meta,ads,ai_launch,1.07,Nao,0.0
S-118042,2025-12-03 09:00:00,,Google,cpc,search_brand,1.87,Nao,0.0
S-118043,2025-06-11 13:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118044,2025-05-31 23:00:00,,meta,ads,ai_launch,1.81,Nao,0.0
S-118045,2025-10-24 11:00:00,,facebook,ads,retargeting_v1,1.06,Nao,0.0
S-118046,2025-06-06 22:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118047,2025-08-24 18:00:00,,meta,ads,ai_launch,1.66,Nao,0.0
S-118048,2025-10-31 05:00:00,,GOOGLE,cpc,search_brand,2.16,Nao,0.0
S-118049,2025-07-30 14:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118050,2025-03-31 01:00:00,,instagram,ads,ai_launch,1.02,Nao,0.0
S-118051,2025-04-28 02:00:00,L-9207,TikTok,cpc,viral_trend,0.73,Nao,0.0
S-118052,2025-12-26 22:00:00,,meta,ads,retargeting_v1,1.21,Nao,0.0
S-118053,2025-11-27 01:00:00,L-5762,meta,ads,ai_launch,1.11,Nao,0.0
S-118054,2025-07-05 02:00:00,L-7266,meta,ads,retargeting_v1,1.44,Nao,0.0
S-118055,2025-11-28 05:00:00,L-4089,meta,ads,retargeting_v1,1.32,Nao,0.0
S-118056,2025-05-18 21:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118057,2025-01-02 07:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-118058,2025-11-26 23:00:00,,gogle ,cpc,search_brand,2.18,Nao,0.0
S-118059,2025-12-10 12:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118060,2025-01-23 04:00:00,,gogle ,cpc,search_brand,1.58,Nao,0.0
S-118061,2025-10-20 08:00:00,,FB,ads,,1.63,Nao,0.0
S-118062,2025-04-26 08:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-118063,2025-10-26 14:00:00,,instagram,ads,ai_launch,1.49,Nao,0.0
S-118064,2025-09-27 00:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118065,2025-04-15 16:00:00,,facebook,ads,ai_launch,1.25,Nao,0.0
S-118066,2025-02-08 07:00:00,,tik tok,cpc,viral_trend,0.55,Nao,0.0
S-118067,2025-10-18 17:00:00,,GOOGLE,cpc,search_brand,1.88,Nao,0.0
S-118068,2025-07-14 12:00:00,,gogle ,cpc,search_brand,2.06,Nao,0.0
S-118069,2025-05-02 07:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118070,2025-05-24 21:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118071,2026-01-25 02:00:00,,GOOGLE,cpc,search_brand,2.4,Nao,0.0
S-118072,2025-01-27 08:00:00,,meta,ads,ai_launch,1.76,Nao,0.0
S-118073,2025-05-02 21:00:00,L-5890,Google,organic,seo_blog,0.0,Sim,99.9
S-118074,2025-07-02 16:00:00,, google,cpc,search_brand,1.91,Nao,0.0
S-118075,2025-07-29 07:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118076,2025-08-18 12:00:00,,Meta Ads,ads,ai_launch,1.65,Nao,0.0
S-118077,2025-02-03 12:00:00,L-9332,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118078,2025-02-22 21:00:00,,google,cpc,search_brand,2.23,Nao,0.0
S-118079,2025-11-07 04:00:00,L-2118,GOOGLE,organic,,0.0,Nao,0.0
S-118080,2025-12-30 10:00:00,,facebook,ads,retargeting_v1,1.12,Nao,0.0
S-118081,2025-01-13 22:00:00,,FB,ads,ai_launch,1.14,Nao,0.0
S-118082,2025-07-06 09:00:00,,instagram,ads,ai_launch,1.42,Nao,0.0
S-118083,2026-01-09 02:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118084,2025-03-25 23:00:00,,Meta Ads,ads,ai_launch,1.98,Nao,0.0
S-118085,2025-03-13 12:00:00,,Google,cpc,search_brand,2.33,Nao,0.0
S-118086,2025-01-10 09:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-118087,2025-08-07 13:00:00,,tiktok,cpc,viral_trend,1.18,Nao,0.0
S-118088,2025-04-25 05:00:00,,FB,ads,ai_launch,1.49,Nao,0.0
S-118089,2025-08-14 07:00:00,,Google,cpc,search_brand,2.03,Nao,0.0
S-118090,2025-04-16 20:00:00,,gogle ,cpc,search_brand,1.81,Nao,0.0
S-118091,2025-01-16 00:00:00,L-8625,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118092,2025-08-26 11:00:00,,Google,cpc,search_brand,844.71,Nao,0.0
S-118093,2025-05-17 00:00:00,,gogle ,cpc,search_brand,1.78,Nao,0.0
S-118094,2025-04-28 18:00:00,,gogle ,cpc,search_brand,2.24,Nao,0.0
S-118095,2025-01-02 12:00:00,,meta,ads,retargeting_v1,1.25,Nao,0.0
S-118096,2026-01-06 22:00:00,L-3334,Meta Ads,ads,ai_launch,1.42,Nao,0.0
S-118097,2025-04-29 21:00:00,,meta,ads,ai_launch,1.01,Nao,0.0
S-118098,2025-09-10 14:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118099,2026-01-08 02:00:00,,google,cpc,search_brand,2.05,Nao,0.0
S-118100,2025-11-06 13:00:00,,facebook,ads,retargeting_v1,1.44,Nao,0.0
S-118101,2025-02-09 12:00:00,,tik tok,cpc,viral_trend,0.64,Nao,0.0
S-118102,2025-03-04 00:00:00,L-6606,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118103,2025-08-25 17:00:00,,instagram,ads,ai_launch,1.14,Nao,0.0
S-118104,2025-04-01 21:00:00,L-2660,instagram,ads,ai_launch,1.69,Nao,0.0
S-118105,2025-04-21 16:00:00,,GOOGLE,cpc,search_brand,1.74,Nao,0.0
S-118106,2025-04-02 11:00:00,L-9562, google,cpc,search_brand,2.11,Nao,0.0
S-118107,2025-11-05 00:00:00,L-8374,Meta Ads,ads,retargeting_v1,0.87,Sim,499.9
S-118108,2025-03-02 12:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118109,2026-01-06 08:00:00,L-8981,Meta Ads,ads,ai_launch,1.53,Nao,0.0
S-118110,2025-10-22 05:00:00,,meta,ads,ai_launch,1.51,Nao,0.0
S-118111,2025-08-20 19:00:00,,tiktok,cpc,viral_trend,0.73,Nao,0.0
S-118112,2025-01-14 15:00:00,,meta,ads,ai_launch,1.47,Nao,0.0
S-118113,2025-05-22 08:00:00,,FB,ads,ai_launch,1.66,Nao,0.0
S-118114,2025-08-24 13:00:00,,instagram,ads,ai_launch,1.09,Nao,0.0
S-118115,2025-05-06 13:00:00,,Google,cpc,search_brand,1.97,Nao,0.0
S-118116,2025-11-29 00:00:00,, google,cpc,search_brand,1.51,Nao,0.0
S-118117,2025-10-21 15:00:00,,FB,ads,ai_launch,2.0,Nao,0.0
S-118118,2025-09-11 23:00:00,,meta,ads,ai_launch,1.21,Nao,0.0
S-118119,2025-01-08 21:00:00,,tiktok,cpc,viral_trend,1.06,Nao,0.0
S-118120,2025-01-27 07:00:00,L-2434,Email,automation,welcome_flow,0.0,Sim,299.9
S-118121,2025-02-27 19:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118122,2025-08-31 04:00:00,L-9104,instagram,ads,ai_launch,1.25,Nao,0.0
S-118123,2025-01-26 00:00:00,,Meta Ads,ads,ai_launch,1.54,Nao,0.0
S-118124,2025-09-04 15:00:00,,GOOGLE,cpc,search_brand,2.26,Nao,0.0
S-118125,2025-09-28 13:00:00,,GOOGLE,cpc,,2.43,Nao,0.0
S-118126,2025-11-13 04:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118127,2025-03-30 23:00:00,L-3981,GOOGLE,cpc,search_brand,2.34,Sim,99.9
S-118128,2025-03-07 09:00:00,L-6941,tik tok,cpc,viral_trend,0.53,Nao,0.0
S-118129,2025-08-08 15:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118130,2025-12-22 12:00:00,,tik tok,cpc,viral_trend,0.51,Nao,0.0
S-118131,2026-01-24 13:00:00,,google,cpc,search_brand,2.38,Nao,0.0
S-118132,2025-10-28 04:00:00,,Meta Ads,ads,retargeting_v1,1.47,Nao,0.0
S-118133,2025-10-28 23:00:00,,instagram,ads,ai_launch,1.33,Nao,0.0
S-118134,2025-05-10 20:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118135,2026-01-26 22:00:00,,google,cpc,search_brand,1004.38,Nao,0.0
S-118136,2025-11-19 20:00:00,L-9903,e-mail,automation,welcome_flow,0.0,Sim,199.9
S-118137,2025-12-28 19:00:00,,tik tok,cpc,viral_trend,0.89,Nao,0.0
S-118138,2025-08-24 11:00:00,,facebook,ads,ai_launch,1.48,Nao,0.0
S-118139,2025-04-21 13:00:00,, google,cpc,search_brand,2.3,Nao,0.0
S-118140,2025-04-26 10:00:00,,gogle ,cpc,search_brand,2.4,Nao,0.0
S-118141,2025-02-17 21:00:00,L-4862,Email,automation,welcome_flow,0.0,Nao,0.0
S-118142,2025-10-24 05:00:00,,FB,ads,,1.1,Nao,0.0
S-118143,2025-11-19 03:00:00,,google,cpc,search_brand,1.7,Nao,0.0
S-118144,2026-01-18 00:00:00,,GOOGLE,cpc,search_brand,1.91,Nao,0.0
S-118145,2025-11-22 11:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118146,2025-04-30 08:00:00,,Google,cpc,search_brand,1.54,Nao,0.0
S-118147,2025-06-19 21:00:00,,Meta Ads,ads,ai_launch,1.96,Nao,0.0
S-118148,2025-04-25 04:00:00,,instagram,ads,ai_launch,1.48,Nao,0.0
S-118149,2025-06-28 22:00:00,,Google,cpc,search_brand,2.06,Nao,0.0
S-118150,2025-02-01 00:00:00,L-9056,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118151,2025-09-29 16:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118152,2025-07-20 19:00:00,,google,cpc,search_brand,2.02,Nao,0.0
S-118153,2025-01-26 14:00:00,,FB,ads,retargeting_v1,1.2,Nao,0.0
S-118154,2025-12-10 06:00:00,L-8721,instagram,ads,ai_launch,1.11,Nao,0.0
S-118155,2025-11-02 10:00:00,,Meta Ads,ads,retargeting_v1,1.09,Nao,0.0
S-118156,2025-03-15 13:00:00,L-2048,Email,automation,welcome_flow,0.0,Nao,0.0
S-118157,2025-02-26 22:00:00,L-3385,e-mail,automation,welcome_flow,0.0,Sim,299.9
S-118158,2025-09-06 09:00:00,,instagram,ads,ai_launch,1.3,Nao,0.0
S-118159,2025-06-07 13:00:00,,google,cpc,search_brand,1.92,Nao,0.0
S-118160,2025-09-06 09:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118161,2025-11-08 08:00:00,L-6804,Google,organic,seo_blog,0.0,Sim,99.9
S-118162,2025-08-05 18:00:00,,TikTok,cpc,viral_trend,0.6,Nao,0.0
S-118163,2025-02-20 03:00:00,,TikTok,cpc,viral_trend,1.1,Nao,0.0
S-118164,2025-06-12 03:00:00,,meta,ads,ai_launch,1.73,Nao,0.0
S-118165,2025-11-19 07:00:00,, google,cpc,,1.88,Nao,0.0
S-118166,2025-08-20 04:00:00,,tik tok,cpc,viral_trend,1882.02,Nao,0.0
S-118167,2025-09-27 15:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-118168,2025-07-26 02:00:00,,meta,ads,ai_launch,1.42,Nao,0.0
S-118169,2025-06-23 12:00:00,,google,cpc,search_brand,2.27,Nao,0.0
S-118170,2025-06-15 15:00:00,,gogle ,cpc,search_brand,1.88,Nao,0.0
S-118171,2025-08-02 08:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118172,2025-05-08 06:00:00,,facebook,ads,retargeting_v1,1.41,Nao,0.0
S-118173,2025-04-15 10:00:00,L-8459,TikTok,cpc,viral_trend,0.92,Nao,0.0
S-118174,2025-01-24 21:00:00,L-7363,facebook,ads,retargeting_v1,0.89,Nao,0.0
S-118175,2025-12-12 07:00:00,,meta,ads,ai_launch,1.39,Nao,0.0
S-118176,2025-09-15 17:00:00,,Google,cpc,search_brand,2.27,Nao,0.0
S-118177,2026-02-01 08:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-118178,2025-07-30 10:00:00,L-1944,google,cpc,search_brand,2.48,Nao,0.0
S-118179,2025-05-08 09:00:00,,GOOGLE,cpc,search_brand,2.13,Nao,0.0
S-118180,2025-05-11 00:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118181,2025-07-17 12:00:00,L-1685,google,cpc,search_brand,1.52,Nao,0.0
S-118182,2025-06-01 06:00:00,L-5662,GOOGLE,cpc,search_brand,2.06,Sim,99.9
S-118183,2025-02-22 17:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-118184,2025-03-07 10:00:00,L-4288,gogle ,cpc,search_brand,2.06,Sim,99.9
S-118185,2025-07-12 19:00:00,,Google,cpc,search_brand,2.28,Nao,0.0
S-118186,2025-02-07 03:00:00,L-3459,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118187,2025-05-08 03:00:00,, google,cpc,search_brand,1.83,Nao,0.0
S-118188,2025-10-19 23:00:00,L-3272,Meta Ads,ads,retargeting_v1,0.88,Nao,0.0
S-118189,2025-03-25 01:00:00,,gogle ,cpc,search_brand,2.47,Nao,0.0
S-118190,2025-10-26 15:00:00,L-5327,gogle ,cpc,search_brand,2.25,Nao,0.0
S-118191,2025-11-22 18:00:00,,google,cpc,,2.04,Nao,0.0
S-118192,2025-10-13 10:00:00,,Google,cpc,search_brand,1.84,Nao,0.0
S-118193,2026-01-28 01:00:00,L-9797,Meta Ads,ads,ai_launch,1.23,Nao,0.0
S-118194,2025-03-04 09:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118195,2025-05-23 12:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118196,2025-10-31 21:00:00,, google,cpc,search_brand,2.18,Nao,0.0
S-118197,2025-06-15 17:00:00,,facebook,ads,ai_launch,1.39,Nao,0.0
S-118198,2025-02-23 07:00:00,,Meta Ads,ads,ai_launch,1.88,Nao,0.0
S-118199,2026-01-19 14:00:00,L-8527,tik tok,cpc,viral_trend,0.96,Nao,0.0
S-118200,2025-07-14 15:00:00,,google,cpc,,1.91,Nao,0.0
S-118201,2025-06-08 07:00:00,,instagram,ads,retargeting_v1,0.94,Nao,0.0
S-118202,2025-04-22 22:00:00,,GOOGLE,cpc,search_brand,1.67,Nao,0.0
S-118203,2025-06-27 19:00:00,,tik tok,cpc,viral_trend,0.94,Nao,0.0
S-118204,2025-10-01 11:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118205,2025-09-26 09:00:00,,facebook,ads,ai_launch,1.91,Nao,0.0
S-118206,2025-09-24 22:00:00,,Meta Ads,ads,ai_launch,1.27,Nao,0.0
S-118207,2025-12-20 22:00:00,,instagram,ads,retargeting_v1,1.23,Nao,0.0
S-118208,2025-03-01 19:00:00,L-8047,TikTok,cpc,,0.84,Nao,0.0
S-118209,2026-01-17 17:00:00,,instagram,ads,ai_launch,1.25,Nao,0.0
S-118210,2025-10-14 21:00:00,,Meta Ads,ads,ai_launch,1.08,Nao,0.0
S-118211,2025-02-18 14:00:00,L-9260,google,organic,seo_blog,0.0,Nao,0.0
S-118212,2026-01-11 08:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118213,2025-07-09 14:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118214,2025-06-28 09:00:00,,FB,ads,ai_launch,1.45,Nao,0.0
S-118215,2025-12-23 01:00:00,,Google,cpc,search_brand,1.65,Nao,0.0
S-118216,2025-02-26 10:00:00,,instagram,ads,retargeting_v1,0.97,Nao,0.0
S-118217,2025-06-01 09:00:00,L-7913,gogle ,cpc,search_brand,1212.27,Sim,199.9
S-118218,2025-09-27 18:00:00,L-9141,FB,ads,ai_launch,1.56,Sim,299.9
S-118219,2025-06-22 13:00:00,,FB,ads,retargeting_v1,1.12,Nao,0.0
S-118220,2025-04-12 16:00:00,L-4268,instagram,ads,ai_launch,1.18,Nao,0.0
S-118221,2025-12-28 06:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118222,2025-01-07 22:00:00,,google,cpc,search_brand,2.34,Nao,0.0
S-118223,2025-04-12 00:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118224,2025-05-21 08:00:00,, google,cpc,search_brand,2.46,Nao,0.0
S-118225,2025-01-16 09:00:00,L-9427, google,cpc,search_brand,2.15,Nao,0.0
S-118226,2025-08-25 07:00:00,,gogle ,cpc,search_brand,2.27,Nao,0.0
S-118227,2025-02-24 06:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118228,2025-09-29 12:00:00,,Google,cpc,search_brand,1.76,Nao,0.0
S-118229,2025-12-13 01:00:00,,GOOGLE,cpc,search_brand,1.67,Nao,0.0
S-118230,2025-04-20 00:00:00,,meta,ads,ai_launch,1.56,Nao,0.0
S-118231,2025-08-08 23:00:00,,gogle ,cpc,search_brand,2.1,Nao,0.0
S-118232,2025-09-21 21:00:00,,facebook,ads,retargeting_v1,1.36,Nao,0.0
S-118233,2025-07-09 18:00:00,,google,cpc,search_brand,2.24,Nao,0.0
S-118234,2025-11-27 02:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118235,2025-12-21 21:00:00,,Google,cpc,search_brand,2.44,Nao,0.0
S-118236,2025-07-02 13:00:00,,Meta Ads,ads,ai_launch,1.11,Nao,0.0
S-118237,2025-01-22 09:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-118238,2026-01-05 09:00:00,,FB,ads,ai_launch,1.15,Nao,0.0
S-118239,2025-10-17 05:00:00,L-3577,google,organic,seo_blog,0.0,Sim,199.9
S-118240,2025-10-19 10:00:00,, google,cpc,search_brand,2.24,Nao,0.0
S-118241,2025-11-26 23:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118242,2026-02-03 14:00:00,,instagram,ads,retargeting_v1,1.47,Nao,0.0
S-118243,2025-09-24 20:00:00,,facebook,ads,ai_launch,1.2,Nao,0.0
S-118244,2025-06-13 10:00:00,,GOOGLE,cpc,search_brand,2.46,Nao,0.0
S-118245,2025-09-24 05:00:00,,FB,ads,ai_launch,1.92,Nao,0.0
S-118246,2025-04-08 17:00:00,,tiktok,cpc,viral_trend,0.89,Nao,0.0
S-118247,2025-04-03 17:00:00,L-1298,meta,ads,ai_launch,1.94,Nao,0.0
S-118248,2025-03-02 08:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118249,2025-11-12 19:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118250,2025-06-29 20:00:00,,Google,cpc,search_brand,1.63,Nao,0.0
S-118251,2025-02-17 04:00:00,,instagram,ads,ai_launch,1.73,Nao,0.0
S-118252,2025-08-07 09:00:00,,instagram,ads,ai_launch,1.39,Nao,0.0
S-118253,2025-12-25 16:00:00,,FB,ads,retargeting_v1,0.94,Nao,0.0
S-118254,2025-04-25 17:00:00,,instagram,ads,retargeting_v1,1.44,Nao,0.0
S-118255,2025-06-09 20:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118256,2025-12-21 10:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118257,2025-01-03 06:00:00,,email,automation,welcome_flow,0.0,Nao,0.0
S-118258,2025-05-08 16:00:00,L-3135,tiktok,cpc,viral_trend,1.1,Nao,0.0
S-118259,2025-04-13 06:00:00,, google,cpc,search_brand,1.63,Nao,0.0
S-118260,2025-02-18 06:00:00,,meta,ads,retargeting_v1,0.89,Nao,0.0
S-118261,2025-07-31 15:00:00,,GOOGLE,cpc,search_brand,2.31,Nao,0.0
S-118262,2025-11-15 05:00:00,,GOOGLE,cpc,search_brand,1.64,Nao,0.0
S-118263,2025-07-13 15:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118264,2025-04-03 22:00:00,,instagram,ads,ai_launch,1.18,Nao,0.0
S-118265,2025-02-01 00:00:00,,Google,cpc,search_brand,1.79,Nao,0.0
S-118266,2025-12-29 20:00:00,,Meta Ads,ads,ai_launch,1.92,Nao,0.0
S-118267,2026-01-02 04:00:00,,tik tok,cpc,viral_trend,1.14,Nao,0.0
S-118268,2025-06-14 04:00:00,,gogle ,cpc,search_brand,1.96,Nao,0.0
S-118269,2025-11-12 22:00:00,L-9854,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118270,2025-01-02 21:00:00,,Email,automation,welcome_flow,0.0,Nao,0.0
S-118271,2025-12-11 00:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118272,2025-02-19 20:00:00,,tik tok,cpc,viral_trend,0.72,Nao,0.0
S-118273,2025-08-19 10:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118274,2025-02-05 08:00:00,,meta,ads,,1.34,Nao,0.0
S-118275,2025-11-30 11:00:00,,facebook,ads,retargeting_v1,0.83,Nao,0.0
S-118276,2025-03-12 15:00:00,,facebook,ads,ai_launch,1.47,Nao,0.0
S-118277,2025-04-28 08:00:00,,gogle ,cpc,,2.05,Nao,0.0
S-118278,2026-01-09 13:00:00,,GOOGLE,cpc,search_brand,2.48,Nao,0.0
S-118279,2025-05-03 12:00:00,L-2909,facebook,ads,ai_launch,1.09,Nao,0.0
S-118280,2025-06-24 02:00:00,,tik tok,cpc,viral_trend,1.08,Nao,0.0
S-118281,2025-11-08 14:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118282,2025-07-25 04:00:00,,gogle ,cpc,search_brand,2.32,Nao,0.0
S-118283,2025-03-02 05:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118284,2025-07-19 02:00:00,,e-mail,automation,welcome_flow,0.0,Nao,0.0
S-118285,2025-01-03 04:00:00,,gogle ,cpc,search_brand,1.91,Nao,0.0
S-118286,2026-01-14 13:00:00,L-9528,google,organic,seo_blog,0.0,Nao,0.0
S-118287,2025-01-26 13:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118288,2025-02-01 08:00:00,,instagram,ads,retargeting_v1,1.08,Nao,0.0
S-118289,2025-04-20 12:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118290,2025-06-08 16:00:00,,meta,ads,,1.51,Nao,0.0
S-118291,2025-02-28 23:00:00,L-6066,Meta Ads,ads,ai_launch,1.2,Nao,0.0
S-118292,2025-05-19 00:00:00,,tiktok,cpc,viral_trend,0.64,Nao,0.0
S-118293,2025-09-18 07:00:00,, google,cpc,search_brand,1.52,Nao,0.0
S-118294,2025-04-05 13:00:00,,FB,ads,ai_launch,1.29,Nao,0.0
S-118295,2025-11-21 19:00:00,,TikTok,cpc,viral_trend,0.98,Nao,0.0
S-118296,2025-04-14 11:00:00,L-6171,gogle ,cpc,search_brand,2.42,Nao,0.0
S-118297,2025-04-13 00:00:00,L-4287,instagram,ads,retargeting_v1,1.38,Sim,199.9
S-118298,2025-03-06 04:00:00,,google,organic,,0.0,Nao,0.0
S-118299,2026-02-01 13:00:00,,gogle ,organic,seo_blog,0.0,Nao,0.0
S-118300,2025-08-29 23:00:00,,google,organic,seo_blog,0.0,Nao,0.0
S-118301,2025-03-25 06:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118302,2025-01-27 03:00:00,,Google,cpc,search_brand,2.19,Nao,0.0
S-118303,2025-04-29 09:00:00,L-6044,tiktok,cpc,viral_trend,1.12,Nao,0.0
S-118304,2025-03-18 09:00:00,L-6667,FB,ads,ai_launch,1.43,Nao,0.0
S-118305,2025-04-21 03:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118306,2025-10-11 06:00:00,,tiktok,cpc,viral_trend,0.82,Nao,0.0
S-118307,2026-01-14 08:00:00,,GOOGLE,organic,seo_blog,0.0,Nao,0.0
S-118308,2025-10-11 11:00:00,, google,organic,seo_blog,0.0,Nao,0.0
S-118309,2025-12-12 17:00:00,,Google,cpc,search_brand,1.61,Nao,0.0
S-118310,2026-01-07 07:00:00,L-8592,google,organic,seo_blog,0.0,Nao,0.0
S-118311,2025-08-22 11:00:00,,TikTok,cpc,viral_trend,1.16,Nao,0.0
S-118312,2025-01-23 22:00:00,,GOOGLE,cpc,search_brand,2.5,Nao,0.0
S-118313,2025-12-08 17:00:00,,gogle ,cpc,search_brand,2.15,Nao,0.0
S-118314,2025-05-14 07:00:00,,meta,ads,ai_launch,1.7,Nao,0.0
S-118315,2025-06-06 03:00:00,,tik tok,cpc,,0.71,Nao,0.0
S-118316,2025-01-12 04:00:00,L-7657,meta,ads,retargeting_v1,0.9,Sim,299.9
S-118317,2025-12-03 22:00:00,,instagram,ads,retargeting_v1,0.97,Nao,0.0
S-118318,2025-05-12 06:00:00,,Google,organic,seo_blog,0.0,Nao,0.0
S-118319,2025-03-04 04:00:00,, google,organic,seo_blog,0.0,Nao,0.0
